Date,Close,High,Low,Open,Volume
2014-01-01,188.3341064453125,190.3365330874365,188.07982308611025,190.16700613299255,5849398.0
2014-01-02,185.409912109375,189.85975033947824,184.37161793684353,188.1009984891129,6023632.0
2014-01-03,183.1320037841797,185.0602683328614,181.17195558765766,184.68944496313208,12833897.0
2014-01-06,181.16136169433594,182.92011346090413,180.1124730219564,182.67642468165374,13315857.0
2014-01-07,178.43850708007812,182.2208605252506,178.004116375885,181.08721536121413,17311470.0
2014-01-08,179.91119384765625,181.66993163805233,178.9258723766444,178.9258723766444,12726430.0
2014-01-09,180.26083374023438,180.91772422276415,179.0636211314739,180.2078609827608,8309185.0
2014-01-10,181.83941650390625,185.68533639992185,179.68865255902713,179.76281439420853,14839980.0
2014-01-13,186.55413818359375,187.105068879176,183.92661929429568,183.97959203955116,12058586.0
2014-01-14,186.78724670410156,187.43352839060924,184.86957659937613,186.1515454225295,12075547.0
2014-01-15,187.6242218017578,189.64783731357366,186.68127861683803,187.46530356101596,12660424.0
2014-01-16,187.77256774902344,189.28763081098396,186.9037863722555,188.3129039358117,18038361.0
2014-01-17,187.4758758544922,190.05042177350566,186.52233823338733,188.40822437934688,15463211.0
2014-01-20,184.29747009277344,188.37648524409926,183.52403960705064,187.93149997278204,16576057.0
2014-01-21,182.87774658203125,185.11325320628717,182.65524688764717,184.91195675677793,9806364.0
2014-01-22,184.86956787109375,185.48406587900305,181.8394418840687,182.97308695563123,8517726.0
2014-01-23,183.46046447753906,184.62589328679715,182.35860296933936,182.35860296933936,13767334.0
2014-01-24,183.85244750976562,185.33572673149175,182.4645192243436,182.65522109695178,11879019.0
2014-01-27,178.66098022460938,182.40096935401618,178.06767130823877,181.38386431311633,12345838.0
2014-01-28,179.02120971679688,181.38386498648623,178.56562994210609,179.4767894914877,11573795.0
2014-01-29,177.27305603027344,180.64222186287392,176.93403043851325,180.07010203185237,12374165.0
2014-01-30,174.81504821777344,176.69034008530025,174.22173929251932,176.17119300758716,14102043.0
2014-01-31,176.11822509765625,176.60558853981203,175.05874181382654,175.23884916280258,11038353.0
2014-02-03,173.94625854492188,175.83213057370233,173.63900249985028,175.06930895255024,8227762.0
2014-02-04,174.08399963378906,175.16467192254606,172.304058820595,172.59012578876022,12362252.0
2014-02-05,173.17283630371094,174.073401239423,170.97970812761744,173.77673972880228,11298451.0
2014-02-06,172.87619018554688,174.62433318078698,171.2445730827461,173.75555188513007,10826505.0
2014-02-07,172.5795440673828,174.56078145900872,171.7637354432099,174.20055262100593,8459052.0
2014-02-10,174.16876220703125,174.94219260197923,171.88026881526775,172.74905015467968,10345205.0
2014-02-11,170.63011169433594,174.8150725474231,170.10036999324805,174.39129050249525,12609169.0
2014-02-12,173.31057739257812,174.158169642882,171.08566541668782,171.21280001075561,9828890.0
2014-02-13,171.08566284179688,173.52247991605128,170.5877048775998,173.52247991605128,8657303.0
2014-02-14,174.18994140625,174.60314295370316,171.21278832874071,172.03919142364703,9218744.0
2014-02-17,172.12396240234375,174.17936162010795,171.0115063960159,173.25760750803303,9058505.0
2014-02-18,172.3040771484375,173.29999315105817,171.02210829214968,171.02210829214968,5741275.0
2014-02-19,172.11337280273438,173.75557048525482,171.6366039084637,172.27229105251575,6130140.0
2014-02-20,170.6724395751953,172.42059657478205,170.1744816743024,171.91204412588982,8041497.0
2014-02-21,171.95443725585938,172.90797494848323,170.7042380485586,171.02208866107492,6256274.0
2014-02-24,172.13455200195312,172.6854827144336,170.64067810515255,171.22339246576115,6800627.0
2014-02-25,171.7531280517578,172.90797632799496,171.11744096657858,172.54774751692577,7039336.0
2014-02-26,171.784912109375,173.08808407478628,171.26576506200144,171.84847940355232,13608048.0
2014-02-28,169.5070343017578,172.77024040357944,168.05553859158897,171.78491901437454,18949872.0
2014-03-03,170.2380828857422,170.95854058311116,168.9137216871467,169.53882843352096,11635479.0
2014-03-04,172.26168823242188,172.62191705955865,170.06855991102267,170.15331630683698,8997053.0
2014-03-05,171.0009002685547,173.33175762020466,170.6088878119835,172.81261057607261,11827655.0
2014-03-06,174.27471923828125,174.68792083657237,171.48828184095947,171.49887639104574,10172590.0
2014-03-07,184.22328186035156,185.1980087432872,174.81505277351556,174.81505277351556,33597187.0
2014-03-10,187.6242218017578,191.48075093649928,182.95189821961577,183.31212704355636,32869474.0
2014-03-11,185.35693359375,188.122181736223,184.79540832566047,187.52887281965252,12780183.0
2014-03-12,184.63650512695312,187.08391717152045,183.85249419555498,185.1980304838125,9431389.0
2014-03-13,186.37405395507812,189.5948821354586,185.3463542798643,185.40992158205148,17221827.0
2014-03-14,187.77256774902344,188.57776768182245,184.14911854418565,185.1980072682409,16540547.0
2014-03-18,189.95506286621094,192.57198686786822,188.48237830387555,188.48237830387555,19034847.0
2014-03-19,191.34303283691406,192.8051231708934,189.70082100810674,190.70733154740893,16376397.0
2014-03-20,191.9786834716797,192.29653405598458,190.31529700414737,191.0463349596476,29711945.0
2014-03-21,187.69837951660156,193.5361458371511,186.92496328375336,192.1905956603722,22050970.0
2014-03-24,191.85157775878906,192.56142672512289,188.82145171128332,188.85323536000305,28815466.0
2014-03-25,186.32106018066406,186.9991254724152,184.88015905888312,186.25749288564916,31299573.0
2014-03-26,188.84266662597656,191.33245684068478,186.71309114600166,186.7342802480448,13811011.0
2014-03-27,190.86627197265625,191.74564794902642,189.03335816683625,189.61607258596067,55407935.0
2014-03-28,194.12945556640625,194.93466959507953,190.70731716193302,190.70731716193302,18667646.0
2014-03-31,197.22317504882812,199.14083100558588,193.50437489375696,194.15065657923967,18751896.0
2014-04-01,199.7341766357422,200.24272923065047,196.9159411892001,198.3356534635124,15640608.0
2014-04-02,203.0397491455078,203.84496326578076,198.78062672519192,200.24271711520726,26780181.0
2014-04-03,201.86370849609375,204.04624227158374,199.26797314540764,202.74308439395656,26550895.0
2014-04-04,200.08377075195312,201.9908462706256,199.5116509253366,201.72598252910228,12513877.0
2014-04-07,200.0625762939453,202.3510696840401,197.9859880363194,200.03079264581385,12905249.0
2014-04-09,203.876708984375,204.84084118126847,200.69825958610994,201.30216299149086,13438946.0
2014-04-10,205.3388214111328,206.36652101025376,203.88732568388218,204.41706730781277,10649501.0
2014-04-11,202.09678649902344,205.76261374555543,201.429315742858,203.9085110235199,11691621.0
2014-04-15,201.1114501953125,202.14975839276067,198.46274232101024,201.30216621501407,9264526.0
2014-04-16,199.4586639404297,203.20924741210666,198.78059866560156,200.56052531637232,12381278.0
2014-04-17,203.23045349121094,203.80257332479624,199.98842224099246,200.24270558087832,7845800.0
2014-04-21,203.33639526367188,205.52952360972174,202.59474850210867,205.52952360972174,11817203.0
2014-04-22,205.0633544921875,209.51319273983614,202.59475364900436,203.4211568283292,19331824.0
2014-04-23,204.9362030029297,208.08286892305213,204.32170501647877,205.32821546055231,15288495.0
2014-04-24,204.9362030029297,204.9362030029297,204.9362030029297,204.9362030029297,15288495.0
2014-04-25,200.93136596679688,205.3282314450188,200.454597080124,205.11634044868697,13252156.0
2014-04-28,200.24270629882812,202.57356384068635,199.46927587153382,201.2598113721657,16610579.0
2014-04-29,199.2467498779297,201.6729720206413,198.7593865398519,200.4651511506624,8396497.0
2014-04-30,198.29322814941406,203.4211310843896,196.87351621239284,200.00958744511385,14391181.0
2014-05-02,196.66163635253906,200.75125991241003,196.21666525737743,199.1832240946802,9070553.0
2014-05-05,200.63470458984375,203.10330542374447,196.00475901189913,196.00475901189913,15199246.0
2014-05-06,204.13101196289062,204.90442821766757,200.7830353222049,200.85719716835501,12392211.0
2014-05-07,203.60128784179688,205.83680884779702,202.79608781353537,203.4423695753495,10571569.0
2014-05-08,203.48472595214844,205.56131432401978,201.46111033007722,204.07803489483646,11949181.0
2014-05-09,211.3884735107422,211.68513503626264,202.53117568146405,202.53117568146405,18452114.0
2014-05-12,217.9784698486328,222.27998422654525,210.64684360558905,210.8163563966661,30847764.0
2014-05-13,225.33131408691406,226.47556793637074,219.20749436924697,220.3729231740487,26863271.0
2014-05-14,221.53836059570312,226.3060353422273,220.60601191715608,225.45845720757885,19375695.0
2014-05-15,223.21229553222656,224.61081825946894,220.21395367200716,221.53831456555787,20864719.0
2014-05-16,230.9463653564453,245.06955938622062,227.2764787256446,233.2681385303365,52633579.0
2014-05-19,239.67709350585938,240.68283626688898,232.58338445841002,233.46073817364746,23797958.0
2014-05-20,231.07479858398438,241.592302512792,230.18675995746034,241.35692256671263,22509088.0
2014-05-21,230.7645263671875,236.0179216758122,229.76948256577006,231.07479993428706,21991587.0
2014-05-22,235.55783081054688,238.25408664418333,232.1126245461201,232.39081511352563,18745180.0
2014-05-23,241.26058959960938,242.2342493942869,235.81461133634542,237.85819414210155,16566818.0
2014-05-26,235.7504119873047,243.9461269326116,230.0369280903498,242.34123530659548,16073584.0
2014-05-27,232.80809020996094,237.09853862884202,230.05833897997067,236.0286012960313,11273379.0
2014-05-28,233.01138305664062,236.79897452202786,232.1233301748751,233.16117029012022,11351815.0
2014-05-29,229.72665405273438,233.9743058768011,228.6139061488634,233.78172231038835,27659174.0
2014-05-30,227.83287048339844,233.1825571209224,226.8271276814044,232.1768286034245,17293884.0
2014-06-02,231.57763671875,232.87226908947449,227.96124534855022,229.9834299142843,8806299.0
2014-06-03,234.4022979736328,235.8146204004956,230.53981304623827,231.81304733329907,10874352.0
2014-06-04,230.5718994140625,235.77181290886898,230.30442223477468,233.81382281849986,8826406.0
2014-06-05,233.2253875732422,234.29532499166106,227.73659804622542,230.78592397406837,19974435.0
2014-06-06,240.1799774169922,242.44824114897506,236.26399704006363,236.97015111325732,29319340.0
2014-06-09,240.2334442138672,242.38403213703697,237.9758797045116,241.80625286636752,13497804.0
2014-06-10,239.3026123046875,241.90256191677193,235.4829238983133,241.90256191677193,15760599.0
2014-06-11,235.83602905273438,239.66640260276367,233.7817469894904,239.66640260276367,15164409.0
2014-06-12,234.13478088378906,238.27545592231033,231.98420735797598,235.07632906536261,11767348.0
2014-06-13,231.5134735107422,236.88457300016444,229.54478411332838,235.45085230556984,14646904.0
2014-06-16,227.9933624267578,231.96283829482215,226.2172709902836,231.96283829482215,14371376.0
2014-06-17,233.25746154785156,233.9529165150331,226.4205446997379,226.4205446997379,15824961.0
2014-06-18,228.27154541015625,235.73972274826073,226.96621388242605,232.81878615548044,19212704.0
2014-06-19,222.99676513671875,230.02626645389893,220.7498993530893,229.82298376691256,23126286.0
