Date,Close,High,Low,Open,Volume
2014-01-01,316.1754150390625,319.00166586553627,315.63296167077254,318.3634801950422,1478688.0
2014-01-02,317.31964111328125,319.82223654568116,315.74240613364606,315.74240613364606,4404744.0
2014-01-03,325.03253173828125,325.93055910509,314.9218556052468,316.81362038886374,10046344.0
2014-01-06,320.7247619628906,326.43197421366506,316.23012920978664,325.93966845116506,11098328.0
2014-01-07,315.18621826171875,321.4541132380988,314.23350267693894,320.82961632988753,7713688.0
2014-01-08,312.5377502441406,316.8135851228266,311.8904387640834,315.5372138446339,8990392.0
2014-01-09,314.6072998046875,317.45177999865155,311.60327319630716,313.6226660526598,12590808.0
2014-01-10,323.7652893066406,325.9305622727885,314.3520499906503,318.18116428868024,30258176.0
2014-01-13,334.1357727050781,335.0474664914494,326.5687142781964,326.5687142781964,17119912.0
2014-01-14,336.11883544921875,336.8709831111042,331.8976871496727,332.31251243301074,7425832.0
2014-01-15,338.4253234863281,339.54671138487487,335.594509601628,336.8982362720311,17130144.0
2014-01-16,339.61053466796875,340.74102618072476,336.747802517681,337.2355676488197,17608232.0
2014-01-17,340.03900146484375,343.220803983562,339.1500999930877,339.97062442855486,25667896.0
2014-01-20,341.8213806152344,342.7923256650166,337.73242478296396,338.4207580933238,9761944.0
2014-01-21,342.6465759277344,343.7086906973158,338.99979936861166,341.8853024177544,12102464.0
2014-01-22,343.334716796875,344.43787506176614,340.9780019700937,341.08283784087445,6769760.0
2014-01-23,345.7598571777344,346.3524581195024,342.87435534146164,344.9940433254781,7907344.0
2014-01-24,342.6282653808594,346.1656424871803,342.31373540829736,343.2527846625907,6876584.0
2014-01-27,340.2623596191406,343.15242454778064,338.3478026164382,339.1500976215815,8099048.0
2014-01-28,335.05657958984375,338.11985724066056,334.3044322446928,337.9648737545015,14108544.0
2014-01-29,338.9495849609375,341.31086341449765,333.1010548516015,334.2270057956638,8102080.0
2014-01-30,337.7142028808594,338.8492573010296,333.679957493135,337.6640552662179,7183632.0
2014-01-31,337.4269104003906,340.95059708570534,336.1003918268027,337.326615206126,5369928.0
2014-02-03,330.8674011230469,336.59740650486464,330.47082760949445,335.95922073955205,4384112.0
2014-02-04,324.66326904296875,327.47583089666995,323.33675018988095,326.4775306956558,4535112.0
2014-02-05,326.5003967285156,327.2069595416803,322.990375011504,326.3864349844568,4326992.0
2014-02-06,324.90032958984375,326.65990315419384,322.830789022886,325.65703992932754,5749904.0
2014-02-07,325.16015625,328.3784398112687,323.54646267781663,327.02456561684363,7551456.0
2014-02-10,325.8211364746094,326.93339846505245,324.3350711208656,326.37725634075616,6049424.0
2014-02-11,327.86785888671875,330.215470250315,325.79375564315313,326.75103406326036,5833592.0
2014-02-12,328.2188720703125,330.7123410930296,327.5897900351502,328.25533091663436,4208712.0
2014-02-13,326.9151916503906,329.84627853285167,326.39096767627245,328.64740999965056,3588320.0
2014-02-14,332.24853515625,334.0445672699092,328.50602811552955,329.62741580335427,5962168.0
2014-02-17,333.5113220214844,335.9592292436582,332.6634644326298,335.9592292436582,13569920.0
